subj,legitpresence,overall_duration_mean,mean_total_time,overall_count_mean,overall_amplitude_mean,mean_total_distance
78,0,227.9927471,17467.19674,52.52380952,176.1533625,12982.13325
78,1,228.0424448,11532.35144,42.07142857,172.8531631,8775.622884
79,0,220.3451327,6741.39528,24.21428571,189.0310501,5716.159995
79,1,216.763062,8958.109356,31.65384615,175.8429613,7324.065436
80,0,220.6906166,14249.09383,51.80555556,166.4802148,10535.95855
80,1,223.1796407,16661.45958,63.61904762,145.9160649,10800.52164
81,0,223.5016287,5951.039088,18.05882353,244.3206631,6267.204832
81,1,225.6909361,8451.465082,28.04166667,218.7230362,7969.099985
82,0,200.8548223,15757.31574,49.25,145.7178434,10604.31173
82,1,193.8814994,7772.026602,34.45833333,167.4246096,6495.464079
83,0,208.4897519,14098.6904,51.5,197.091514,13784.31159
83,1,204.1445783,11990.15599,45.05714286,193.8078583,11305.39402
84,0,237.0554217,12505.12129,41.5,174.7450975,8961.82385
84,1,234.8829268,12959.11545,45.55555556,178.0987742,9892.542556
85,0,168.1444043,4183.202166,19.78571429,198.5699981,4893.82206
85,1,173.5917065,5867.167464,20.9,188.2552399,5736.855223
86,0,197.2295455,9408.540909,33.84615385,196.1913453,9437.127758
86,1,207.7125257,10293.30801,36.07407407,184.6342627,8858.652984
87,0,179.9059266,16764.30103,64.42424242,176.5831785,15660.58109
87,1,182.0274725,13740.03297,65,182.1561142,13501.78106
88,0,225.0398614,10420.40901,41.21428571,199.0766142,9249.784521
88,1,217.9893143,12112.72484,40.10714286,191.2150878,10393.03258
89,0,167.9350649,2431.285714,12.83333333,180.7039696,2622.105758
89,1,177.4926829,3587.931707,12.05882353,163.1023119,3210.097087
90,0,182.49066,9046.615193,25.90322581,165.6164021,7803.420214
90,1,189.3533191,16006.00428,42.45454545,149.6098907,12044.06125
91,0,180.3559322,7401.158898,32.55172414,222.6718922,8800.498721
91,1,182.1862434,7367.424339,28.63636364,216.5247655,8924.848541
92,0,171.0356537,16754.77589,76,160.8745853,15440.87955
92,1,169.5088266,13704.40706,66.4137931,166.5029949,13284.21474
93,0,194.3413793,5304.451724,21.48148148,184.6693338,5031.390735
93,1,198.359596,5103.89899,22.5,187.247158,4855.609166
94,0,204.6417683,13289.88262,45.24137931,171.4637065,11024.48175
94,1,204.1759881,17265.25578,46.24137931,164.8192331,12704.78446
95,0,189.7701778,14984.28591,54.14814815,177.0739992,12686.54122
95,1,184.8643982,17028.51905,63.51612903,176.5856174,15569.76795
96,0,199.3473054,5488.335329,13.91666667,241.4418656,6792.063369
96,1,200.4929577,7546.56338,17.75,228.6863353,8337.757107
97,0,200.4719764,8189.410029,26.07692308,197.4048476,8140.903126
97,1,206.0042105,5395.587368,17.59259259,214.386219,5503.624521
98,0,225.5565313,13531.08233,45.55,208.2164555,12354.15324
98,1,227.7631359,11649.68974,44.40740741,224.4997954,11634.48399
99,0,201.8399519,14488.17208,44.91891892,177.9801716,11912.93915
99,1,202.5895795,19822.99177,81.03703704,164.6242317,16071.36769
100,0,196.6001188,19000.78907,60.10714286,181.0488665,16240.06408
100,1,185.6510574,11286.91088,45.65517241,187.4399803,11220.7098
101,0,155.7579618,19569.41242,83.73333333,132.1800866,15724.06253
101,1,159.1017316,12555.60173,56,147.724127,11053.88074
102,0,191.5905245,5876.517766,23.64,209.34539,6456.48862
102,1,196.2469136,5180.395062,23.14285714,203.3274794,5417.213376
103,0,266.769962,12408.27567,30.05714286,197.4030242,8991.050979
103,1,274.0089286,28088.11607,64,181.7579384,17641.68005
104,0,227.0329513,23211.12464,87.25,164.5619062,16272.7918
104,1,216.4721604,18081.46192,68.03030303,169.3830575,13859.06231
105,0,221.5121951,17761.95296,44.15384615,186.3600608,14157.80587
105,1,216.9164678,11310.18138,34.91666667,186.1064038,9375.275807
106,0,195.9702381,10368.57143,39.52941176,230.9757443,11920.97367
106,1,197.3471901,15564.10931,64.95,216.3135201,17110.87945
107,0,182.9918963,4716.045381,18.14705882,253.4496095,6734.381955
107,1,184.8992806,7010.604317,29.26315789,213.7956686,8367.775319
108,0,212.4373757,7601.343936,20.95833333,208.1278593,6904.694732
108,1,195.2172043,3926.193548,14.53125,220.4283969,4477.982784
109,0,192.1799591,14188.72393,51.47368421,171.3616959,12483.80196
109,1,198.1913402,21392.62103,80.83333333,159.2974519,16643.06558
110,0,210.8405797,5838.062802,16.56,229.1159214,6096.302368
110,1,217.1258907,5063.211401,15.03571429,248.8938686,5647.072205
111,0,286.995283,19461.54245,36.34285714,208.7695768,13548.98952
111,1,295.8307831,18478.38704,55.55,212.1412569,13380.82877
112,0,219.3374233,6482.01636,24.45,187.2215468,5415.636019
112,1,220.3673469,8183.228786,31.03333333,192.5429854,7193.564696
113,0,216.8469945,3669.836066,11.4375,253.5052537,4159.908877
113,1,216.3020833,3632.604167,12,267.0568633,4407.552941
114,0,195.9850746,2740.208955,7.882352941,189.3184691,2674.284018
114,1,200.6190476,4907.961905,13.125,176.3763646,4010.960855
115,0,250.8377193,30867.91009,82.90909091,189.0974711,22329.35933
115,1,240.6343042,26387.26861,83.19230769,194.5285451,21039.54001
116,0,221.2089136,11352.01671,32.63636364,176.175797,8565.053797
116,1,229.8147139,15314.78338,54.37037037,165.845854,10802.44993
117,0,195.8442211,8635.082915,30.61538462,190.1656939,7906.30844
117,1,197.3112782,5777.858647,22.93103448,193.0495107,5632.330884
118,0,192.0888889,8380.144444,32.72727273,172.5165271,7026.799312
118,1,177.9912088,6832.824176,29.35483871,185.3971259,7031.969209
119,0,233.0574713,6894.616858,16.83870968,201.319963,5877.581446
119,1,238.6814815,10422.61926,25.96153846,196.3776728,7772.630043
120,0,263.3079365,13682.3746,37.8,223.6469585,11438.31321
120,1,259.8840816,13169.5249,40.83333333,216.6723946,10676.70372
121,0,186.2948328,5778.130699,25.30769231,287.3240802,8327.790918
121,1,189.321075,6253.394625,23.56666667,249.9022689,7943.06734
122,0,164.7080232,9212.92804,40.3,181.6599787,9960.801839
122,1,168.5083415,7537.907753,39.19230769,177.8240229,7926.386531
123,0,204.7176566,15806.08788,55.86363636,158.1211105,11455.09486
123,1,196.1836735,13022.44315,49,174.2709985,11307.42734
124,0,214.9461326,17672.09807,65.81818182,160.4564463,12675.18228
124,1,215.1562932,13260.32918,46.64516129,163.0814882,9602.881065
125,0,191.1753247,3969.597403,15.4,196.7033553,3913.562855
125,1,199.4654655,6129.459459,17.52631579,193.4916929,5381.393089
126,0,202.6906188,6746.89022,15.18181818,218.7751171,6188.538071
126,1,199.5986842,6233.565789,23.38461538,204.2296263,6183.583432
127,0,214.0936768,9607.887588,26.6875,219.6889136,9128.321813
127,1,190.7438017,4885.822314,16.13333333,239.1063824,6091.102515
128,0,273.6444444,24083.31852,59.4,223.0624302,19063.20709
128,1,269.1595424,22129.70379,59.32142857,221.0709749,17552.19777
129,0,200.1956674,21666.4696,65.04545455,192.5242735,20106.10037
129,1,193.1075075,12873.47147,55.5,196.5037639,13046.53045
130,0,258.5296736,16717.54748,44.93333333,176.4894071,11174.11016
130,1,250.976,11723.76889,36.29032258,174.1858732,8248.095547
131,0,194.3867403,11476.00859,47.91176471,161.1350933,9343.049651
131,1,205.8220425,13803.46411,52.05263158,158.3753888,10262.4108
132,0,175.1070013,10294.17305,48.83870968,175.1483553,10100.85929
132,1,178.5901427,11603.4773,53.17241379,166.870705,10512.42588
133,0,225.3333333,5830.966667,12.63157895,194.1536819,4452.855873
133,1,236.4524887,7359.565611,13,217.8014727,5820.534528
134,0,201.1666667,2387.342105,8.769230769,235.4997769,2689.956906
134,1,206.8139535,2182.348837,8.19047619,231.5892886,2301.600044
135,0,267.0196721,8647.07541,24.4,155.9053353,4893.325219
135,1,250.954918,7551.95082,24.4,146.8137198,4463.91215
136,0,212.8016701,12674.1698,43.54545455,183.8080573,10239.68775
136,1,209.6140625,11474.91406,45.71428571,196.0329042,10690.69734
137,0,168.2457983,8101.178571,35.25925926,177.9916744,8491.903558
137,1,167.3371105,6846.024551,32.09090909,172.6306911,6812.223116
138,0,197.3398295,8209.917174,35.69565217,158.3960804,6449.869027
138,1,192.3326693,7428.460159,33.46666667,179.9602274,6606.716833
139,0,192.5770677,11840.6391,53.2,160.0823814,9829.800665
139,1,185.1818182,9131.150413,39.03225806,164.2684463,7760.784876
140,0,240.4592145,11738.67372,33.1,215.3754827,10283.29181
140,1,243.2345972,13896.72275,35.16666667,200.5134444,10450.14124
141,0,240.5643564,5855.841584,16.83333333,224.2023827,4803.212765
141,1,231.8891821,4114.754617,15.16,244.9021271,4041.597357
142,0,205.7368421,5196.403509,17.53846154,300.9002877,7523.873614
142,1,218.8820059,7528.660767,26.07692308,244.1679523,8346.077936
143,0,229.1827542,22410.75933,55.5,180.511351,16377.0423
143,1,218.6563615,15836.83472,32.34615385,196.1405321,12021.75491
144,0,184.3712871,5759.20297,16.83333333,183.5629235,5723.72227
144,1,185.6338798,3834.513661,14.64,196.7136072,3875.441106
145,0,220.7612293,6975.423168,24.88235294,166.978598,5201.211413
145,1,216.1564417,6414.53681,19.17647059,180.4795065,5105.715871
146,0,219.4753086,8504.944444,29.45454545,191.7367982,7203.668297
146,1,202.398374,6516.796748,25.44827586,195.5401288,6101.084297
147,0,179.8915401,7376.559653,28.8125,179.7125186,7466.669772
147,1,185.6879163,11374.81446,47.77272727,166.8728546,10147.87805
148,0,201.3303571,4410.776786,17.23076923,212.1557562,4681.87005
148,1,203.2090164,4304.815574,15.74193548,223.6343085,4632.405855
149,0,246.5466914,13699.3321,47.55882353,174.4037256,9395.998389
149,1,238.9486673,19158.93978,67.53333333,174.7231327,13594.58976
150,0,239.8298643,16577.70679,46.04166667,219.3402941,14568.27822
150,1,224.6285714,8253.616,28.22580645,234.1709611,8330.542253
151,0,211.7412587,12334.53613,39,183.5959497,10384.14487
151,1,203.1054248,8629.068577,33.68965517,186.9241927,7826.204936
152,0,181.7266922,6045.578544,29,197.9236473,6652.526361
152,1,177.0589928,4931.309353,24.82142857,206.6310078,5630.848568
153,0,218.5474041,26584.72009,70.88,154.4314783,18032.25831
153,1,215.2768293,14948.43415,58.57142857,156.7197345,10741.55464
154,0,195.0803396,11099.39778,42.52777778,190.0650474,10857.77818
154,1,204.106576,22070.51701,80.18181818,172.9521437,18619.29894
155,0,221.6062458,14255.11745,47.51612903,171.1333491,10946.42643
155,1,227.0648649,14253.01802,48.26086957,161.3376148,10053.31739
156,0,178.9055375,3548.983713,14.61904762,185.0720322,3451.227322
156,1,186.127193,3835.385965,16.88888889,194.0014336,3860.682805
157,0,211.5034483,4882.137931,20.71428571,213.9874354,4932.863577
157,1,196.8615385,3278.605128,13.44827586,238.1731621,3825.900747
158,0,188.5837743,9508.500882,39.10344828,128.0549148,6084.974384
158,1,196.4537941,16021.52216,60.5,119.3459201,9268.298905
159,0,193.645187,13987.49085,40.5483871,162.5435064,11135.21562
159,1,193.9098497,12403.76628,46.07692308,165.5443586,10449.31785
160,0,207.7653773,12795.95561,43.80555556,188.4868997,11310.42993
160,1,216.8532351,17679.55392,70.40740741,184.0481973,14783.32378
161,0,276.4177998,15996.63535,36.77272727,188.0875126,10425.83556
161,1,309.5317073,15811.26439,34.16666667,209.8081618,10323.53415
162,0,247.6606426,13639.4498,35.57142857,176.7593368,8758.592088
162,1,241.1933333,13607.14222,33.33333333,189.4190289,9876.834682
163,0,144.526749,5770.598765,31.35483871,178.6322159,7045.029669
163,1,144.2596054,7104.627207,37.03846154,179.6477304,8963.596512
164,0,209.7259923,12401.65941,45.94117647,190.8134313,11472.87234
164,1,209.2554606,10963.39411,36.31034483,181.1973733,9534.512077
165,0,214.8499534,11909.93849,42.92,154.0522222,8097.247197
165,1,211.1222515,11883.94899,35.53125,153.6987566,8148.011544
166,0,174.1553288,12760.70295,60.82758621,179.4225248,12898.11457
166,1,173.6121795,12807.64637,60.38709677,187.2739498,14073.79937
167,0,229.5010142,6131.991886,15.90322581,244.369095,6011.809677
167,1,218.1394231,5997.961538,17.33333333,233.1445719,5838.170278
168,0,177.5618449,9473.528302,32.89655172,179.5916931,9104.466686
168,1,184.361991,11221.84253,36.83333333,195.9139746,12691.3287
169,0,171.9411765,6849.227941,27.2,220.3919008,8498.219293
169,1,173.2162921,6939.601124,27.38461538,205.7727483,7786.163848
170,0,204.9709584,15849.9971,60.76470588,208.9418197,15753.04579
170,1,210.3531892,15419.02267,63.23333333,200.5191665,14465.07769
171,0,156.2871068,19573.80062,86.80769231,156.7387099,18859.56588
171,1,155.9481743,16964.93051,90.96428571,156.0144599,16739.54991
172,0,189.7242583,7534.963351,30.15789474,172.9492035,6743.628387
172,1,198.7337423,18854.39755,62.69230769,165.1302974,15462.09372
173,0,213.7080406,11702.69009,47.44444444,164.9706221,9057.416236
173,1,218.8866625,14765.51033,53.23333333,156.2478578,10731.01256
174,0,228.6749689,12789.00374,38.23809524,183.9350404,9882.996039
174,1,244.8031189,11578.18713,36.64285714,196.3449135,9241.995883
175,0,264.3506494,14618.51948,35.2,218.7692578,11671.32844
175,1,276.214128,15189.38411,45.3,218.8690278,11965.73953
176,0,223.297479,11953.6,19.83333333,163.1836596,6899.15084
176,1,241.4822335,18049.00508,39.4,132.1195539,8555.859191
177,0,223.3030303,17471.49576,51.5625,181.6228303,14087.09605
177,1,225.1292135,19683.97051,67.80952381,179.5112711,15562.5572
178,0,233.3701997,20698.40553,72.33333333,180.8456366,15390.82293
178,1,219.2696629,22389.60776,63.16129032,183.6286265,18524.42056
179,0,192.5364512,10760.12105,34.61904762,184.8652258,9585.844508
179,1,190.4688645,8072.400488,32.76,178.9873307,7643.433369
180,0,210.5787848,31597.54686,112.0384615,145.7896469,20464.71869
180,1,204.2132011,27378.30617,97.78787879,150.0179404,19405.70895
181,0,232.5297398,22915.19331,61.48571429,140.726846,12979.65375
181,1,226.3371856,28420.2121,70.04761905,150.370077,17816.98821
182,0,189.2766839,7722.335751,28.38235294,198.3572248,7707.796941
182,1,197.8829787,9264.5,39.16666667,192.7446388,8826.769723
183,0,184.8996764,13369.7411,59.42307692,164.189837,11865.46851
183,1,183.2465374,12271.82964,46.58064516,170.5333847,11349.90061
184,0,193.8324675,15131.22597,55,167.2021449,12474.20543
184,1,196.149964,14574.26965,57.79166667,162.5413694,12013.95162
185,0,232.7636669,20416.91337,62.57894737,169.9034839,13646.41869
185,1,232.0991345,18963.35405,72.62857143,165.2127954,13298.9461
186,0,184.1948052,13423.80519,44,185.7408962,13287.22751
186,1,181.7192308,13670.07051,53.79310345,180.9902206,13339.047
187,0,208.4343434,7863.5,24.75,168.1590806,6192.085216
187,1,197.6264775,4680.3026,20.14285714,156.9374939,3557.467656
188,0,167.5615866,12215.70633,49.55172414,197.2440178,13849.27983
188,1,170.6536082,12532.69691,34.64285714,201.1198178,14653.73458
189,0,200.7375,1538.825,6.666666667,224.045184,1747.060951
189,1,253.4444444,2548.62963,9,247.2519292,2572.411651
190,0,188.137931,5673.586207,25.94736842,203.9840861,6132.482085
190,1,184.5329619,7172.583101,33.65625,202.3025164,7926.147756
191,0,210.7588933,18969.01186,42.16666667,183.4199082,15071.95425
191,1,197.2712681,10711.63082,31.15,193.1549568,10082.00739
192,0,209.2204629,7270.392205,23.45714286,217.094966,7358.336564
192,1,204.5215054,7515.634409,28.61538462,211.8521841,7544.517444
193,0,174.1553398,7430.624595,32.52631579,179.1895375,7258.24864
193,1,167.7503759,6016.562406,21.4516129,182.1376615,5971.945611
194,0,181.9512195,4079.076923,17.76666667,211.6361877,4710.721141
194,1,185.5833333,6994.416667,27.42857143,191.7691591,7095.53087
195,0,223.86,14037.85412,50,197.6736056,12450.72518
195,1,236.2517581,23464.59494,74.84210526,187.8845132,18440.64357
196,0,203.202521,22136.23025,82.06896552,146.5826881,15458.39079
196,1,203.864486,20821.1472,81.52380952,146.242039,14577.99791
197,0,192.3780919,4184.968198,16.64705882,189.8696831,3921.554938
197,1,181.6691176,4665.397059,22.66666667,187.4137249,4663.14046
198,0,158.1547149,11537.04574,50.6,194.8910954,14262.99216
198,1,158.2523474,14695.777,77.45454545,191.8094968,17486.64309
199,0,166.481203,12142.41805,58.67647059,204.2526253,14800.16561
199,1,162.7277526,14026.75716,73.66666667,201.5545371,17172.15672
200,0,223.2173007,33238.75456,76.76,152.0139676,20344.03265
200,1,221.4470175,14595.37404,49.13793103,169.2929567,10707.12001
201,0,173.1645845,13966.0239,57.53125,197.2199513,15447.30858
201,1,170.2565982,11971.91056,54.56,207.0817654,14201.27408
202,0,186.3362176,8468.07911,35.17391304,192.746022,8374.629265
202,1,185.9914712,8525.993603,28.42424242,183.1365333,8180.363211
203,0,164.8203125,5962.963542,24.77419355,205.7583473,7088.551461
203,1,173.2044403,8212.107308,33.78125,193.0157925,8619.080771
204,0,240.5379576,22354.05857,78.63636364,152.0700124,13813.65987
204,1,239.6547619,35868.51653,116.3076923,151.3590474,22107.56304
205,0,210.256,4976.666667,19.73684211,187.3038362,4217.530332
205,1,209.6688742,5081.448124,18.875,181.1742692,4124.471186
206,0,225.9700409,20557.38357,81.59259259,156.8431312,14218.29727
206,1,217.2404624,21039.5052,82.38095238,154.8787414,14564.18561
207,0,184.4322034,4336.508475,14.75,175.3251784,3867.641019
207,1,183.9139785,5879.806452,16.41176471,193.0086362,5671.005312
208,0,186.2022333,12335.50744,48.84848485,232.1158291,15033.05662
208,1,179.0738786,8354.612137,39.89473684,223.5750755,10586.32538
209,0,193.5845539,16214.23169,57.76923077,212.9808076,17395.04851
209,1,186.6905418,7479.539027,32.02941176,218.4771921,8556.759027
